,Start,End,Crackles,Wheezes,duration,start_index,end_index,start_index_int,end_index_int,y_segment,source
1,2.212,5.05,0,1,2.8379999999999996,48774.600000000006,111352.5,48774,111352,"[ 0.04533369  0.05319152  0.05159939 ... -0.31785917 -0.32257417
 -0.3260536 ]",158_1p3_Ll_mc_AKGC417L
2,5.05,7.454,0,1,2.404,111352.5,164360.69999999998,111352,164360,"[-0.33170944 -0.3295467  -0.33537903 ... -0.5115513  -0.5039259
 -0.49330622]",158_1p3_Ll_mc_AKGC417L
3,7.454,9.808,1,0,2.354,164360.69999999998,216266.4,164360,216266,"[-0.48897552 -0.47669864 -0.4592822  ...  0.24196915  0.2481961
  0.25750637]",158_1p3_Ll_mc_AKGC417L
4,9.808,12.079,0,1,2.271000000000001,216266.4,266341.95,216266,266341,"[ 0.26321855  0.26078784  0.27160737 ... -0.33443204 -0.3362718
 -0.3305461 ]",158_1p3_Ll_mc_AKGC417L
5,12.079,14.282,1,1,2.2029999999999994,266341.95,314918.1,266341,314918,"[-0.3181478  -0.31059822 -0.30645058 ...  0.10636286  0.11101306
  0.10748446]",158_1p3_Ll_mc_AKGC417L
6,14.282,16.536,1,1,2.2540000000000013,314918.1,364618.80000000005,314918,364618,[0.09891503 0.09960672 0.09741756 ... 0.8569805  0.85988235 0.85673493],158_1p3_Ll_mc_AKGC417L
7,16.536,18.823,0,1,2.286999999999999,364618.80000000005,415047.15,364618,415047,[0.8495117  0.85514075 0.8531754  ... 0.5105427  0.5047115  0.5032824 ],158_1p3_Ll_mc_AKGC417L
8,18.823,19.674,0,0,0.8509999999999991,415047.15,433811.7,415047,433811,"[ 0.4945945   0.49998835  0.50086284 ... -0.15349564 -0.15615731
 -0.16295342]",158_1p3_Ll_mc_AKGC417L
0,0.609,2.212,1,1,1.6030000000000002,13428.449999999999,48774.600000000006,13428,48774,[0.00246901 0.00122646 0.0011449  ... 0.5903975  0.59163195 0.5934987 ],158_1p3_Lr_mc_AKGC417L
1,2.212,5.05,0,1,2.8379999999999996,48774.600000000006,111352.5,48774,111352,"[ 0.59753096  0.6002037   0.6038185  ... -0.10513347 -0.10847759
 -0.11288542]",158_1p3_Lr_mc_AKGC417L
2,5.05,7.454,0,1,2.404,111352.5,164360.69999999998,111352,164360,"[-0.11419762 -0.11464728 -0.11355302 ... -0.16346951 -0.16430724
 -0.16354176]",158_1p3_Lr_mc_AKGC417L
3,7.454,9.808,0,1,2.354,164360.69999999998,216266.4,164360,216266,"[-0.16173154 -0.16384926 -0.1614558  ...  0.16372292  0.15947461
  0.15835245]",158_1p3_Lr_mc_AKGC417L
4,9.808,12.079,1,1,2.271000000000001,216266.4,266341.95,216266,266341,"[ 0.15659817  0.15267812  0.14611788 ... -0.11668662 -0.11990139
 -0.12149324]",158_1p3_Lr_mc_AKGC417L
5,12.079,14.282,1,1,2.2029999999999994,266341.95,314918.1,266341,314918,"[-0.12494349 -0.12580456 -0.12891178 ...  0.9281605   0.9288441
  0.9290754 ]",158_1p3_Lr_mc_AKGC417L
6,14.282,16.536,1,1,2.2540000000000013,314918.1,364618.80000000005,314918,364618,[0.9256736  0.9275236  0.9288806  ... 0.15527482 0.16070774 0.1638153 ],158_1p3_Lr_mc_AKGC417L
7,16.536,18.823,0,1,2.286999999999999,364618.80000000005,415047.15,364618,415047,"[ 0.16504624  0.1680036   0.16921802 ... -0.09737775 -0.09677116
 -0.09344171]",158_1p3_Lr_mc_AKGC417L
8,18.823,19.674,0,1,0.8509999999999991,415047.15,433811.7,415047,433811,"[-0.08848973 -0.08659153 -0.08228057 ... -0.07703026 -0.07724145
 -0.07811444]",158_1p3_Lr_mc_AKGC417L
0,0.609,2.212,0,1,1.6030000000000002,13428.449999999999,48774.600000000006,13428,48774,"[-0.24565102 -0.2453805  -0.24627669 ... -0.13854802 -0.13741997
 -0.1357784 ]",158_1p3_Pl_mc_AKGC417L
1,2.212,5.05,0,1,2.8379999999999996,48774.600000000006,111352.5,48774,111352,"[-0.13617094 -0.13501555 -0.13305797 ... -0.32940537 -0.332584
 -0.3371969 ]",158_1p3_Pl_mc_AKGC417L
2,5.05,7.454,0,1,2.404,111352.5,164360.69999999998,111352,164360,"[-0.34150288 -0.34396467 -0.34750128 ... -0.6507397  -0.65300256
 -0.6536218 ]",158_1p3_Pl_mc_AKGC417L
3,7.454,9.808,0,1,2.354,164360.69999999998,216266.4,164360,216266,"[-0.65389013 -0.65739626 -0.65868276 ... -0.192147   -0.1987493
 -0.20481005]",158_1p3_Pl_mc_AKGC417L
4,9.808,12.079,1,1,2.271000000000001,216266.4,266341.95,216266,266341,"[-0.21084075 -0.21811683 -0.22419053 ... -0.2178008  -0.216734
 -0.21561177]",158_1p3_Pl_mc_AKGC417L
5,12.079,14.282,1,1,2.2029999999999994,266341.95,314918.1,266341,314918,"[-0.21384963 -0.21127003 -0.21163464 ...  0.320727    0.32168034
  0.32263416]",158_1p3_Pl_mc_AKGC417L
6,14.282,16.536,1,1,2.2540000000000013,314918.1,364618.80000000005,314918,364618,[0.323041   0.3220353  0.32142222 ... 0.15093055 0.15088551 0.15176201],158_1p3_Pl_mc_AKGC417L
7,16.536,18.823,0,1,2.286999999999999,364618.80000000005,415047.15,364618,415047,[0.15265515 0.15188648 0.15230437 ... 0.6609337  0.6565357  0.65292203],158_1p3_Pl_mc_AKGC417L
8,18.823,19.674,0,0,0.8509999999999991,415047.15,433811.7,415047,433811,[0.64999706 0.646098   0.64216167 ... 0.08906709 0.08733296 0.08504526],158_1p3_Pl_mc_AKGC417L
0,0.609,2.212,0,1,1.6030000000000002,13428.449999999999,48774.600000000006,13428,48774,[0.7626449  0.7638761  0.76554155 ... 0.05265348 0.0495971  0.04679806],158_1p3_Pr_mc_AKGC417L
1,2.212,5.05,0,1,2.8379999999999996,48774.600000000006,111352.5,48774,111352,"[ 0.04481323  0.04357377  0.04158745 ... -0.33852205 -0.33953896
 -0.3398069 ]",158_1p3_Pr_mc_AKGC417L
2,5.05,7.454,0,1,2.404,111352.5,164360.69999999998,111352,164360,"[-0.3400995  -0.3418417  -0.34161842 ...  0.77934104  0.7765659
  0.77583385]",158_1p3_Pr_mc_AKGC417L
3,7.454,9.808,1,1,2.354,164360.69999999998,216266.4,164360,216266,[0.7756672  0.7740825  0.7733495  ... 0.816842   0.81867343 0.81813735],158_1p3_Pr_mc_AKGC417L
4,9.808,12.079,0,1,2.271000000000001,216266.4,266341.95,216266,266341,[0.8180282  0.8164673  0.81733227 ... 0.39502275 0.3915976  0.38870877],158_1p3_Pr_mc_AKGC417L
5,12.079,14.282,1,1,2.2029999999999994,266341.95,314918.1,266341,314918,[0.38510594 0.38342014 0.3789988  ... 0.741886   0.7421628  0.7414534 ],158_1p3_Pr_mc_AKGC417L
6,14.282,16.536,0,1,2.2540000000000013,314918.1,364618.80000000005,314918,364618,"[ 0.74222195  0.74402016  0.74382544 ... -0.28674835 -0.27954248
 -0.2717101 ]",158_1p3_Pr_mc_AKGC417L
7,16.536,18.823,1,1,2.286999999999999,364618.80000000005,415047.15,364618,415047,"[-0.2620292  -0.2525644  -0.24384537 ...  0.20617959  0.20465922
  0.20320833]",158_1p3_Pr_mc_AKGC417L
8,18.823,19.674,0,1,0.8509999999999991,415047.15,433811.7,415047,433811,"[ 0.20365113  0.20310433  0.20099522 ... -0.35216635 -0.36334065
 -0.3732916 ]",158_1p3_Pr_mc_AKGC417L
0,0.609,2.212,0,1,1.6030000000000002,13428.449999999999,48774.600000000006,13428,48774,[0.35272676 0.34891465 0.34917495 ... 0.07861491 0.07475244 0.07222726],158_1p3_Tc_mc_AKGC417L
1,2.212,5.05,0,1,2.8379999999999996,48774.600000000006,111352.5,48774,111352,"[ 0.06752821  0.06320859  0.06068074 ... -0.03320462 -0.03334712
 -0.03551701]",158_1p3_Tc_mc_AKGC417L
2,5.05,7.454,0,1,2.404,111352.5,164360.69999999998,111352,164360,"[-0.0369057  -0.03587284 -0.03836473 ...  0.10207687  0.10339142
  0.10410444]",158_1p3_Tc_mc_AKGC417L
3,7.454,9.808,0,0,2.354,164360.69999999998,216266.4,164360,216266,"[ 0.10512065  0.10811315  0.11115307 ... -0.13908851 -0.14080459
 -0.14228794]",158_1p3_Tc_mc_AKGC417L
4,9.808,12.079,0,1,2.271000000000001,216266.4,266341.95,216266,266341,"[-0.14427018 -0.14603183 -0.14681116 ...  0.20394637  0.20301087
  0.20265706]",158_1p3_Tc_mc_AKGC417L
5,12.079,14.282,0,1,2.2029999999999994,266341.95,314918.1,266341,314918,"[ 0.20252033  0.201156    0.20188273 ... -0.24106699 -0.24005845
 -0.24052922]",158_1p3_Tc_mc_AKGC417L
6,14.282,16.536,0,1,2.2540000000000013,314918.1,364618.80000000005,314918,364618,"[-0.24106511 -0.2419314  -0.2420694  ... -0.08060224 -0.07988901
 -0.07808527]",158_1p3_Tc_mc_AKGC417L
7,16.536,18.823,0,1,2.286999999999999,364618.80000000005,415047.15,364618,415047,"[-0.07814629 -0.07763998 -0.07469526 ...  0.06233465  0.0604951
  0.05889253]",158_1p3_Tc_mc_AKGC417L
8,18.823,19.674,0,0,0.8509999999999991,415047.15,433811.7,415047,433811,"[ 0.05854612  0.05860068  0.05639136 ... -0.3168227  -0.31430334
 -0.30965015]",158_1p3_Tc_mc_AKGC417L
0,0.509,2.98,1,1,2.471,11223.45,65709.0,11223,65709,"[-0.93009645 -0.9250696  -0.9230398  ... -0.09862291 -0.09800726
 -0.09920376]",158_1p4_Al_mc_AKGC417L
1,2.98,5.217,1,1,2.2369999999999997,65709.0,115034.84999999999,65709,115034,"[-0.09979203 -0.09808467 -0.09733383 ... -0.22415143 -0.23028885
 -0.2369778 ]",158_1p4_Al_mc_AKGC417L
2,5.217,7.387,1,0,2.17,115034.84999999999,162883.34999999998,115034,162883,"[-0.24484636 -0.25046092 -0.25686365 ... -0.08117442 -0.08983719
 -0.09827764]",158_1p4_Al_mc_AKGC417L
3,7.387,9.541,0,0,2.154000000000001,162883.34999999998,210379.05000000002,162883,210379,"[-0.10203409 -0.10982585 -0.11633503 ... -0.48525137 -0.48107138
 -0.47692683]",158_1p4_Al_mc_AKGC417L
4,9.541,11.611,1,0,2.0700000000000003,210379.05000000002,256022.55000000002,210379,256022,"[-0.4749492  -0.47053668 -0.46473682 ...  0.48807907  0.48526818
  0.4853523 ]",158_1p4_Al_mc_AKGC417L
5,11.611,13.848,1,0,2.237,256022.55000000002,305348.4,256022,305348,[0.4837608  0.47885746 0.4743747  ... 0.31378108 0.31478667 0.31523636],158_1p4_Al_mc_AKGC417L
6,13.848,15.918,0,0,2.0699999999999985,305348.4,350991.89999999997,305348,350991,[0.31502244 0.31374124 0.31577808 ... 0.0747747  0.07193391 0.06650177],158_1p4_Al_mc_AKGC417L
7,15.918,17.972,1,1,2.054000000000002,350991.89999999997,396282.60000000003,350991,396282,[0.06167605 0.05683184 0.05298777 ... 0.74553794 0.7547817  0.7630963 ],158_1p4_Al_mc_AKGC417L
8,17.972,19.992,0,0,2.0199999999999996,396282.60000000003,440823.60000000003,396282,440823,"[ 0.7729823   0.782656    0.79235417 ... -0.81840503 -0.8159987
 -0.81674206]",158_1p4_Al_mc_AKGC417L
0,0.509,2.98,1,1,2.471,11223.45,65709.0,11223,65709,"[ 0.513379    0.5097256   0.5055084  ... -0.17498423 -0.17225842
 -0.17143424]",158_1p4_Ar_mc_AKGC417L
1,2.98,5.217,1,0,2.2369999999999997,65709.0,115034.84999999999,65709,115034,"[-0.17102344 -0.1684642  -0.1656419  ...  0.3990559   0.39395356
  0.38748276]",158_1p4_Ar_mc_AKGC417L
2,5.217,7.387,1,0,2.17,115034.84999999999,162883.34999999998,115034,162883,"[ 0.37882504  0.37027413  0.36175358 ... -0.04324963 -0.04333371
 -0.04523332]",158_1p4_Ar_mc_AKGC417L
3,7.387,9.541,0,0,2.154000000000001,162883.34999999998,210379.05000000002,162883,210379,"[-0.0468191  -0.04687631 -0.04828041 ... -0.9313143  -0.93378866
 -0.93963677]",158_1p4_Ar_mc_AKGC417L
4,9.541,11.611,1,0,2.0700000000000003,210379.05000000002,256022.55000000002,210379,256022,"[-0.94410634 -0.9464669  -0.9488785  ... -0.19425926 -0.19551672
 -0.19725825]",158_1p4_Ar_mc_AKGC417L
5,11.611,13.848,1,0,2.237,256022.55000000002,305348.4,256022,305348,"[-0.1987173  -0.20316231 -0.20643018 ...  0.6348708   0.63467735
  0.63351095]",158_1p4_Ar_mc_AKGC417L
6,13.848,15.918,0,0,2.0699999999999985,305348.4,350991.89999999997,305348,350991,[0.6317194  0.6302244  0.62951136 ... 0.2123724  0.21814668 0.22301042],158_1p4_Ar_mc_AKGC417L
7,15.918,17.972,1,0,2.054000000000002,350991.89999999997,396282.60000000003,350991,396282,"[ 0.22656904  0.23209487  0.23579803 ... -1.0000001  -1.0000001
 -1.0000001 ]",158_1p4_Ar_mc_AKGC417L
8,17.972,19.992,1,0,2.0199999999999996,396282.60000000003,440823.60000000003,396282,440823,"[-1.0000001  -1.0000001  -1.0000001  ... -0.60137695 -0.601904
 -0.60246634]",158_1p4_Ar_mc_AKGC417L
0,0.509,2.98,1,1,2.471,11223.45,65709.0,11223,65709,"[ 0.00806588  0.00876336  0.00750718 ... -0.11651206 -0.11619877
 -0.116046  ]",158_1p4_Lr_mc_AKGC417L
1,2.98,5.217,1,1,2.2369999999999997,65709.0,115034.84999999999,65709,115034,"[-0.1138966  -0.11596913 -0.11220697 ... -0.7023186  -0.7046962
 -0.70617294]",158_1p4_Lr_mc_AKGC417L
2,5.217,7.387,1,1,2.17,115034.84999999999,162883.34999999998,115034,162883,"[-0.70673364 -0.70383424 -0.69767976 ...  0.48095518  0.48027363
  0.4783423 ]",158_1p4_Lr_mc_AKGC417L
3,7.387,9.541,0,1,2.154000000000001,162883.34999999998,210379.05000000002,162883,210379,"[ 0.47889286  0.4804126   0.47947964 ... -0.19493558 -0.19234297
 -0.18980277]",158_1p4_Lr_mc_AKGC417L
4,9.541,11.611,0,1,2.0700000000000003,210379.05000000002,256022.55000000002,210379,256022,"[-0.1884032  -0.18400466 -0.18056941 ...  0.16137443  0.15305951
  0.14673826]",158_1p4_Lr_mc_AKGC417L
5,11.611,13.848,0,1,2.237,256022.55000000002,305348.4,256022,305348,[0.13934352 0.12967695 0.12239037 ... 0.15145361 0.1552494  0.1605148 ],158_1p4_Lr_mc_AKGC417L
6,13.848,15.918,0,1,2.0699999999999985,305348.4,350991.89999999997,305348,350991,[0.16537255 0.16972148 0.17641458 ... 0.5321203  0.52638435 0.52263224],158_1p4_Lr_mc_AKGC417L
7,15.918,17.972,1,1,2.054000000000002,350991.89999999997,396282.60000000003,350991,396282,[0.5183933  0.5156226  0.50991756 ... 0.33935052 0.34059104 0.34312078],158_1p4_Lr_mc_AKGC417L
8,17.972,19.992,1,1,2.0199999999999996,396282.60000000003,440823.60000000003,396282,440823,"[ 0.34746486  0.35164016  0.35183722 ... -0.15386301 -0.15621437
 -0.15642639]",158_1p4_Lr_mc_AKGC417L
0,0.509,2.98,0,1,2.471,11223.45,65709.0,11223,65709,"[-0.7960031  -0.7913024  -0.787131   ... -0.9159377  -0.91725564
 -0.9178606 ]",158_1p4_Pl_mc_AKGC417L
1,2.98,5.217,1,1,2.2369999999999997,65709.0,115034.84999999999,65709,115034,"[-0.91853243 -0.9191135  -0.92027146 ...  0.42303434  0.41446617
  0.40566945]",158_1p4_Pl_mc_AKGC417L
2,5.217,7.387,1,0,2.17,115034.84999999999,162883.34999999998,115034,162883,"[ 0.40005946  0.39172664  0.38293988 ... -0.8136265  -0.8187802
 -0.8215743 ]",158_1p4_Pl_mc_AKGC417L
3,7.387,9.541,0,0,2.154000000000001,162883.34999999998,210379.05000000002,162883,210379,"[-0.8274487  -0.83041686 -0.8348307  ... -0.49680343 -0.4984932
 -0.50048167]",158_1p4_Pl_mc_AKGC417L
4,9.541,11.611,1,0,2.0700000000000003,210379.05000000002,256022.55000000002,210379,256022,"[-0.50110734 -0.5020511  -0.5030429  ... -0.91131085 -0.9156671
 -0.9211556 ]",158_1p4_Pl_mc_AKGC417L
5,11.611,13.848,1,0,2.237,256022.55000000002,305348.4,256022,305348,"[-0.92644054 -0.9299201  -0.9360046  ... -0.40478027 -0.41002873
 -0.41543573]",158_1p4_Pl_mc_AKGC417L
6,13.848,15.918,0,0,2.0699999999999985,305348.4,350991.89999999997,305348,350991,"[-0.42097077 -0.42656103 -0.4320897  ... -0.4054115  -0.40270695
 -0.39999056]",158_1p4_Pl_mc_AKGC417L
7,15.918,17.972,1,1,2.054000000000002,350991.89999999997,396282.60000000003,350991,396282,"[-0.3976844  -0.39403844 -0.39099923 ... -0.47385347 -0.47324193
 -0.47136357]",158_1p4_Pl_mc_AKGC417L
8,17.972,19.992,1,1,2.0199999999999996,396282.60000000003,440823.60000000003,396282,440823,"[-0.47046444 -0.46944967 -0.46854067 ...  0.04674711  0.05387259
  0.05947433]",158_1p4_Pl_mc_AKGC417L
0,0.509,2.98,0,1,2.471,11223.45,65709.0,11223,65709,"[-0.6190285  -0.6204697  -0.61870766 ...  0.46686924  0.46577325
  0.46265468]",158_1p4_Pr_mc_AKGC417L
1,2.98,5.217,1,1,2.2369999999999997,65709.0,115034.84999999999,65709,115034,[0.4603291  0.45860428 0.45735723 ... 0.9999999  0.9999999  0.9999999 ],158_1p4_Pr_mc_AKGC417L
2,5.217,7.387,1,1,2.17,115034.84999999999,162883.34999999998,115034,162883,"[ 0.9999999   0.9999999   0.9999999  ... -0.25509372 -0.25272226
 -0.25192156]",158_1p4_Pr_mc_AKGC417L
3,7.387,9.541,1,1,2.154000000000001,162883.34999999998,210379.05000000002,162883,210379,"[-0.25090086 -0.2499234  -0.24961093 ...  0.3813245   0.37597182
  0.36883694]",158_1p4_Pr_mc_AKGC417L
4,9.541,11.611,1,1,2.0700000000000003,210379.05000000002,256022.55000000002,210379,256022,[0.36280957 0.35639408 0.3501182  ... 0.18911552 0.19058576 0.19293815],158_1p4_Pr_mc_AKGC417L
5,11.611,13.848,1,1,2.237,256022.55000000002,305348.4,256022,305348,"[ 0.19071004  0.19067909  0.18961875 ... -0.48014304 -0.48223978
 -0.48415992]",158_1p4_Pr_mc_AKGC417L
6,13.848,15.918,0,1,2.0699999999999985,305348.4,350991.89999999997,305348,350991,"[-0.4881877  -0.48972434 -0.49289525 ... -0.03263787 -0.03576659
 -0.0394192 ]",158_1p4_Pr_mc_AKGC417L
7,15.918,17.972,1,1,2.054000000000002,350991.89999999997,396282.60000000003,350991,396282,"[-0.04470511 -0.04942551 -0.05282173 ... -0.73015136 -0.7353059
 -0.7403692 ]",158_1p4_Pr_mc_AKGC417L
8,17.972,19.992,1,1,2.0199999999999996,396282.60000000003,440823.60000000003,396282,440823,"[-0.74202657 -0.7439867  -0.7454384  ... -0.63866824 -0.64025164
 -0.6415156 ]",158_1p4_Pr_mc_AKGC417L
0,0.509,2.98,1,0,2.471,11223.45,65709.0,11223,65709,"[-0.46723363 -0.46810764 -0.47123355 ... -0.26836622 -0.26719075
 -0.2661469 ]",158_1p4_Tc_mc_AKGC417L
1,2.98,5.217,1,0,2.2369999999999997,65709.0,115034.84999999999,65709,115034,"[-0.26602063 -0.26661605 -0.26624018 ...  0.26372778  0.26567358
  0.26791844]",158_1p4_Tc_mc_AKGC417L
2,5.217,7.387,0,0,2.17,115034.84999999999,162883.34999999998,115034,162883,[0.26986468 0.27187732 0.2744318  ... 0.48602882 0.48754945 0.4883984 ],158_1p4_Tc_mc_AKGC417L
3,7.387,9.541,0,0,2.154000000000001,162883.34999999998,210379.05000000002,162883,210379,[0.48952562 0.4901222  0.4917401  ... 0.02241877 0.02033759 0.0195083 ],158_1p4_Tc_mc_AKGC417L
4,9.541,11.611,1,0,2.0700000000000003,210379.05000000002,256022.55000000002,210379,256022,[0.01781397 0.01534612 0.01460508 ... 0.3848736  0.38443938 0.38434073],158_1p4_Tc_mc_AKGC417L
5,11.611,13.848,0,0,2.237,256022.55000000002,305348.4,256022,305348,"[ 0.38284215  0.38199615  0.38147146 ... -0.2105484  -0.20956415
 -0.20955397]",158_1p4_Tc_mc_AKGC417L
6,13.848,15.918,0,0,2.0699999999999985,305348.4,350991.89999999997,305348,350991,"[-0.20935309 -0.20869239 -0.20864666 ...  0.34276643  0.3461271
  0.3488137 ]",158_1p4_Tc_mc_AKGC417L
7,15.918,17.972,1,0,2.054000000000002,350991.89999999997,396282.60000000003,350991,396282,[0.35051456 0.35292265 0.35610685 ... 0.2442108  0.24316326 0.2421013 ],158_1p4_Tc_mc_AKGC417L
8,17.972,19.992,0,0,2.0199999999999996,396282.60000000003,440823.60000000003,396282,440823,"[ 0.24080737  0.24112578  0.2395212  ... -0.19810523 -0.19585933
 -0.19439542]",158_1p4_Tc_mc_AKGC417L
0,1.778,4.032,1,0,2.254,39204.9,88905.6,39204,88905,[0.31572574 0.22446482 0.2912422  ... 0.62068266 0.62125796 0.62446743],158_2p2_Ar_mc_AKGC417L
1,4.032,6.319,1,1,2.287,88905.6,139333.95,88905,139333,[0.6164171  0.62207085 0.63212585 ... 0.08155034 0.08107971 0.07905818],158_2p2_Ar_mc_AKGC417L
2,6.319,8.239,0,1,1.9200000000000008,139333.95,181669.95,139333,181669,[0.08329227 0.09522723 0.10054249 ... 0.20345388 0.17220204 0.14968835],158_2p2_Ar_mc_AKGC417L
3,8.239,10.075,0,0,1.8359999999999985,181669.95,222153.74999999997,181669,222153,"[ 0.16002266  0.16987392  0.17228459 ... -0.04797786 -0.04388972
  0.01298662]",158_2p2_Ar_mc_AKGC417L
4,10.075,11.795,1,1,1.7200000000000006,222153.74999999997,260079.75,222153,260079,"[-0.00533384 -0.01953468  0.01556373 ...  0.3644273   0.391295
  0.40097386]",158_2p2_Ar_mc_AKGC417L
5,11.795,13.781,1,0,1.9860000000000007,260079.75,303871.05,260079,303871,"[ 0.37885845  0.35853893  0.34211645 ... -0.2703748  -0.2689771
 -0.2665297 ]",158_2p2_Ar_mc_AKGC417L
6,13.781,15.668,1,0,1.8869999999999987,303871.05,345479.39999999997,303871,345479,"[-0.26545766 -0.27089524 -0.28120264 ... -0.03644578 -0.03838152
 -0.03826093]",158_2p2_Ar_mc_AKGC417L
7,15.668,17.805,1,0,2.1370000000000005,345479.39999999997,392600.25,345479,392600,"[-0.04628966 -0.05788049 -0.07180796 ...  0.31261656  0.31532022
  0.30940023]",158_2p2_Ar_mc_AKGC417L
8,17.805,19.925,1,0,2.120000000000001,392600.25,439346.25,392600,439346,[0.30918372 0.3101212  0.30352578 ... 0.19472858 0.1982062  0.20256177],158_2p2_Ar_mc_AKGC417L
0,0.075,1.194,1,0,1.119,1653.75,26327.699999999997,1653,26327,"[ 0.          0.          0.         ... -0.12332376 -0.12543687
 -0.12972835]",158_2p3_Lr_mc_AKGC417L
1,1.194,3.281,1,0,2.087,26327.699999999997,72346.05,26327,72346,"[-0.15411423 -0.15967606 -0.15934297 ...  0.5885944   0.5895954
  0.5951273 ]",158_2p3_Lr_mc_AKGC417L
2,3.281,5.117,1,1,1.8359999999999999,72346.05,112829.85,72346,112829,[0.5915366  0.59474224 0.5931385  ... 0.16612701 0.16700464 0.16304335],158_2p3_Lr_mc_AKGC417L
3,5.117,6.753,1,0,1.6360000000000001,112829.85,148903.65,112829,148903,"[ 0.16065367  0.1590499   0.15767427 ... -0.53076375 -0.5273216
 -0.5218729 ]",158_2p3_Lr_mc_AKGC417L
4,6.753,8.339,1,0,1.5860000000000003,148903.65,183874.95,148903,183874,"[-0.5117002  -0.5038313  -0.49423924 ...  0.9970606   0.99926585
  0.9962705 ]",158_2p3_Lr_mc_AKGC417L
5,8.339,9.975,1,0,1.6359999999999992,183874.95,219948.75,183874,219948,[1.0000834  0.9987223  1.0008602  ... 0.6044393  0.5927488  0.59261054],158_2p3_Lr_mc_AKGC417L
6,9.975,11.544,1,0,1.5690000000000008,219948.75,254545.2,219948,254545,"[ 0.5896401   0.5863741   0.58413494 ... -0.19007921 -0.18806241
 -0.1923347 ]",158_2p3_Lr_mc_AKGC417L
7,11.544,13.264,1,0,1.7199999999999989,254545.2,292471.2,254545,292471,"[-0.19388734 -0.19094743 -0.19334178 ...  0.3657319   0.36493054
  0.36771157]",158_2p3_Lr_mc_AKGC417L
8,13.264,14.766,1,1,1.5020000000000007,292471.2,325590.3,292471,325590,[0.3603726  0.36514717 0.3649886  ... 0.1145192  0.11473816 0.11718474],158_2p3_Lr_mc_AKGC417L
9,14.766,16.386,1,1,1.6199999999999992,325590.3,361311.3,325590,361311,[0.12155946 0.12171737 0.12369826 ... 0.19846551 0.18830605 0.17590512],158_2p3_Lr_mc_AKGC417L
10,16.386,17.955,1,1,1.568999999999999,361311.3,395907.74999999994,361311,395907,[0.16938883 0.15925838 0.15027471 ... 0.0233809  0.02173062 0.01928504],158_2p3_Lr_mc_AKGC417L
11,17.955,19.524,1,1,1.5690000000000026,395907.74999999994,430504.2,395907,430504,"[ 0.01665339  0.01496302  0.01355109 ... -0.39448422 -0.3929344
 -0.39160886]",158_2p3_Lr_mc_AKGC417L
0,0.075,1.194,0,1,1.119,1653.75,26327.699999999997,1653,26327,"[ 0.          0.          0.         ... -0.16009055 -0.1597515
 -0.15900145]",158_2p3_Tc_mc_AKGC417L
1,1.194,3.281,1,1,2.087,26327.699999999997,72346.05,26327,72346,"[-0.16063003 -0.16146766 -0.16198055 ... -0.05647953 -0.0589539
 -0.06115647]",158_2p3_Tc_mc_AKGC417L
2,3.281,5.117,0,1,1.8359999999999999,72346.05,112829.85,72346,112829,"[-0.06398361 -0.06596821 -0.06791635 ...  0.00056882  0.0016242
  0.00222456]",158_2p3_Tc_mc_AKGC417L
3,5.117,6.753,0,1,1.6360000000000001,112829.85,148903.65,112829,148903,[0.00243001 0.00265205 0.00375638 ... 0.03259155 0.03451281 0.03656632],158_2p3_Tc_mc_AKGC417L
4,6.753,8.339,0,1,1.5860000000000003,148903.65,183874.95,148903,183874,[0.03886792 0.04013876 0.0406734  ... 0.01320671 0.00873049 0.00470459],158_2p3_Tc_mc_AKGC417L
5,8.339,9.975,1,1,1.6359999999999992,183874.95,219948.75,183874,219948,"[ 0.00174976 -0.00208861 -0.00577943 ... -0.12269913 -0.12416998
 -0.1242424 ]",158_2p3_Tc_mc_AKGC417L
6,9.975,11.544,0,1,1.5690000000000008,219948.75,254545.2,219948,254545,"[-0.12516524 -0.12550467 -0.12593791 ...  0.19322312  0.19555481
  0.19741867]",158_2p3_Tc_mc_AKGC417L
7,11.544,13.264,0,1,1.7199999999999989,254545.2,292471.2,254545,292471,[0.20018002 0.20211183 0.20358528 ... 0.16216178 0.16227902 0.16335212],158_2p3_Tc_mc_AKGC417L
8,13.264,14.766,0,1,1.5020000000000007,292471.2,325590.3,292471,325590,"[ 0.16527294  0.16731995  0.16882607 ... -0.14038333 -0.13955027
 -0.13817137]",158_2p3_Tc_mc_AKGC417L
9,14.766,16.386,0,1,1.6199999999999992,325590.3,361311.3,325590,361311,"[-0.13680983 -0.13679335 -0.13633491 ... -0.22673297 -0.22696726
 -0.22628467]",158_2p3_Tc_mc_AKGC417L
10,16.386,17.955,0,1,1.568999999999999,361311.3,395907.74999999994,361311,395907,"[-0.22639672 -0.22737202 -0.2279168  ... -0.20634261 -0.20895004
 -0.21196145]",158_2p3_Tc_mc_AKGC417L
11,17.955,19.524,0,1,1.5690000000000026,395907.74999999994,430504.2,395907,430504,"[-0.21502104 -0.21813339 -0.22078502 ...  0.04070218  0.0404461
  0.03995595]",158_2p3_Tc_mc_AKGC417L
0,0.007,1.336,0,0,1.3290000000000002,154.35,29458.800000000003,154,29458,"[-0.03031039 -0.0299825  -0.02885018 ... -0.08687596 -0.08628678
 -0.08557456]",159_1b1_Al_sc_Meditron
